TimestampMillisecs	[[EmitterVc][WorkersVc][CollectorVc]]	Workers	Frequency	CurrentBandwidth	SmoothedBandwidth	CoeffVarBandwidth	SmoothedLatency	SmoothedUtilization	SmoothedWatts	
504	[[0][1,2,3,4,5,6,7,8,9,10,11,12,]]	12	1600000	40814	40814	0	293949	99.9763	43.9682	
1008	[[0][1,2,3,4,5,6,7,]]	7	2000000	30804	30804	0	227188	99.9758	41.5992	
1512	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,]]	18	1300000	51283.6	51283.6	0	350899	99.9742	44.5491	
2035	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,]]	13	1200000	34284.6	34284.6	0	379085	99.975	34.2322	
2539	[[0][1,2,3,4,]]	4	1700000	14964.8	14964.8	0	267229	99.9758	28.4245	
3059	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39546.9	39546.9	0	379196	99.9735	36.9434	
3560	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39521.1	39534	0.0462774	379322	99.974	36.9843	
4060	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39556.1	39541.4	0.0459861	379252	99.9742	37.1803	
4561	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39559.9	39546	0.0442536	379207	99.9742	37.2541	
5062	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39550.5	39546.9	0.0386619	379198	99.9741	37.2885	
5562	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39534	39544.8	0.0370535	379219	99.9741	37.315	
6063	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39565.9	39547.8	0.0393933	379191	99.9743	37.3331	
6564	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39557.6	39549	0.0375102	379179	99.9744	37.2957	
7065	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39554	39549.6	0.0353364	379174	99.9743	37.2669	
7565	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39522.4	39546.9	0.0397807	379200	99.9743	37.2453	
8066	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39562.5	39548.4	0.041693	379185	99.9743	37.2492	
8567	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39547.3	39551	0.0340504	379160	99.9743	37.2852	
9067	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39542.2	39549.6	0.03438	379173	99.9743	37.2666	
9568	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39529.1	39546.6	0.0365929	379203	99.9744	37.2745	
10068	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39571.2	39548.6	0.0415817	379184	99.9745	37.2792	
10569	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39537.6	39549	0.040785	379180	99.9744	37.233	
11070	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39522.2	39544.6	0.0428112	379222	99.9744	37.191	
11570	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39559.1	39544.8	0.0431413	379220	99.9744	37.1669	
12071	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39552.3	39544.6	0.0429057	379222	99.9744	37.1934	
12572	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39545.8	39546.9	0.0381123	379199	99.9744	37.2278	
13072	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39562	39546.9	0.0379858	379200	99.9745	37.2705	
13573	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39527.1	39544.9	0.0411396	379219	99.9744	37.2252	
14074	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39558.9	39546.5	0.0425062	379204	99.9745	37.1784	
14574	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39518.2	39545.4	0.0464044	379214	99.9744	37.1637	
15075	[[0][1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,]]	15	1200000	39529.7	39541.3	0.0416662	379254	99.9745	37.1574	
